Gene.symbol	ID	adj.P.Val	logFC
CCND1	7942123	0.0965636187121585	0.679758980444444
PA2G4	7956152	0.0965636187121585	0.617785611222217
	7896065	0.096573915233317	-1.25436599366667
	7895167	0.096573915233317	1.19480473805556
	7896164	0.0966549243493066	-0.814962581888889
	7940580	0.0966727878217545	-0.701132454
TMEM205	8034210	0.0966846914959833	-0.77675116311111
UQCC3	7940669	0.0966846914959833	0.695381061999999
ST8SIA6	7932407	0.0966846914959833	-2.02310490222222
IGKC	8043468	0.096732134090475	1.59611279372222
GMCL1	8042487	0.096732134090475	-0.653681795277777
	7900336	0.0967608420460053	-0.940003036666668
	7995322	0.0967651710302995	-0.739741504777775
PPID	8103437	0.0967651710302995	-0.8456954985
	7892826	0.0969781443613634	-1.44229184322222
	7965478	0.0970014564367931	-0.852703489055555
SLC7A11	8102800	0.0971038686829858	1.42923598166667
TUBB6	8020220	0.0971391514041245	0.667914791222224
BPGM	8136341	0.0971497651894403	0.894104046388889
	8139843	0.09714995050639	0.298435224611111
MNT	8011262	0.09714995050639	0.474494074888891
UBE2Q2P2///LOC727751///GOLGA2P7///GOLGA2P10	7985444	0.0971590082092502	-1.02040504561111
YPEL5	8041197	0.0971590082092502	-0.984526670333333
CCL4L1///CCL4L2///CCL4///CCL4L1	8019651	0.0971984251801164	1.90633555322222
CLDN17	8069790	0.0972861722852099	0.449916061611111
NWD2	8094542	0.0973477939824342	0.375317430555556
CDA	7898655	0.0973477939824342	1.04415035011111
MIR155///MIR155HG	8068022	0.0974077976292192	-1.23937271055556
LOC81691	7993776	0.0976045920872325	-0.706513442055553
CRTAP	8078450	0.0976045920872325	0.979372454666663
MDK	7939665	0.0976045920872325	-1.06669365316667
	7895318	0.0976045920872325	0.795619253888888
ZCCHC18	8169083	0.0976332062886101	-0.836092121
	8107125	0.0977374360713973	-0.873396324722223
LILRB2	8039212	0.0977374360713973	1.19571441327778
PAX9	7973974	0.0977374360713973	0.592216734555557
LOC401433	8143939	0.0977715529752967	0.603946011
IPO4	7978132	0.0977946329738336	0.722876149666666
	8176737	0.097890124877368	0.542441001055556
	7893938	0.0979066383937417	-0.879685767611112
HSF5	8017010	0.0979066383937417	-0.875262299277776
EPHB4	8141625	0.0979066383937417	-0.769697907777778
LOC100131195	7933190	0.0979893093237188	-0.527543823333333
SPTBN4	8028806	0.0979893093237188	0.394762359833335
	8172191	0.0979893093237188	-1.95866699594445
IGKC	8043436	0.0979893093237188	1.32938894016667
PREX1	8066848	0.0980537492199176	0.835264552888887
MAN2A2	7986132	0.0980537492199176	-0.520260123666668
LOC100128398	8031843	0.0980861465007446	-0.778736582111113
	7892721	0.0981995613456697	-0.977135613499996
ARHGAP9	7964436	0.0981995613456697	-0.455206685666665
	7895988	0.0985040336752515	-0.908992336444442
AGFG1	8048847	0.0985530534763105	0.91425348588889
MYO19	8014454	0.0988164197305237	0.450248512499999
MYO1E	7989277	0.0988734094918477	-1.18573075027778
SHC3	8162216	0.0989029009433245	0.525901677
HEXDC	8010787	0.0990076346641839	-0.466254180888889
ICAM5	8025621	0.0990183066400344	-0.818678444500002
	7893184	0.0990890827822139	-0.877250019333332
STX12	7899361	0.0990890827822139	0.635882523055554
THNSL1	7926708	0.0993952656663263	-1.10408751561111
LOC100506127	7942647	0.0994551675590436	-0.8950445785
ZDBF2	8047784	0.0994699020117721	-0.909032549277778
VAMP3	7897370	0.0994699020117721	0.703974100888891
TLDC2	8062339	0.0994933895156948	0.642199401000002
LOC100131763	8049950	0.0996565602482606	-0.625580941888888
ZC3H18	7997779	0.0996565602482606	0.412707721944444
GLIPR1	7957260	0.0996736444582161	1.20926992238889
	8128886	0.0997139549560585	-1.07756307444445
	7895429	0.0997139549560585	-1.25233357027778
	8126627	0.0997139549560585	-0.550258160222223
	7894377	0.0997864528584999	1.5098431495
ZNF514	8053775	0.0999002483024251	-0.871157186444443
MTF2	7903032	0.0999002483024251	-1.01032622994445
ZC2HC1A	8147019	0.0999724605935801	-1.39381027622222
DCBLD1	8121685	0.0999724605935801	1.00955339033333
S1PR1	7903393	0.0999724605935801	1.25754899377778
B4GALT5	8066939	0.0999846047494118	1.16207559655555
GPR12	7970691	0.0999846047494118	-0.816274021722222
ACSM2B///ACSM2A	7993737	0.0999846047494118	0.708163846444446
ZFR	8111360	0.100066923020724	0.708981005055554
ZNF287	8013026	0.100066923020724	-0.73950625438889
VPS54	8052626	0.100111437400009	-0.9389401175
	7923436	0.10014571753701	1.202171739
MYL12A	8019924	0.100167740277184	0.867623572833335
TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	8019716	0.100194172174408	-0.617825506888889
PSD3	8149551	0.100194172174408	1.01022917088889
	7895629	0.100194172174408	0.670999914777779
DTL	7909568	0.100464247874231	1.265666061
PEX1	8140915	0.100464247874231	-0.647856237833333
SEC16A	8165183	0.100464247874231	0.567752703944444
TCF3	8032290	0.100598391656248	-0.505115706444445
	7895886	0.100598391656248	0.764264221333335
	8047457	0.100731506275846	-0.389450326
	7966070	0.100731506275846	-0.504980724
SLED1	8103975	0.100980987600938	1.55034084822222
IFI27L2	7981046	0.101011723549661	0.604123478222223
	7926541	0.101027527539366	-0.390086839611111
	8085772	0.101100762944778	-0.462047702000001
IVD	7982723	0.101114742585656	-0.599191683000003
CEP128	7980496	0.101193022355491	0.8866436025
TYW1	8133202	0.101193022355491	0.721336149555556
KIAA0930	8076690	0.10126030044433	0.961164377944447
GK3P///GK	8166632	0.101403170049405	1.242031307
	8104727	0.101499897985008	-0.819799994499999
CCRL2///CCRL2	8093304	0.101499897985008	0.957538243166666
SNX19	7952768	0.101540566596277	0.566959679055554
POLE3	8163525	0.101629471891343	0.654512226333331
C20orf85	8063601	0.101629471891343	0.640497444777779
XAB2	8033392	0.101638572320166	0.539942943111113
RPL17	8023252	0.101638572320166	-1.38649986966666
	7894244	0.101638572320166	-1.1041021245
ADGRG5	7996064	0.101638572320166	1.43620376988889
CHAT	7927482	0.101638572320166	0.531342806111111
MCM2	8082350	0.101705562675504	0.670020011444442
MEGF9	8163775	0.101743215264134	1.11908923916667
MYD88	8078729	0.101743215264134	0.961618931388887
FASTKD5///UBOX5	8064581	0.101785609424604	0.593766062777779
	8081354	0.10204453841541	0.443572390666667
AK5	7902452	0.10204453841541	1.48622995244444
FLNB	8080714	0.102075287803939	-1.07052664988888
JAGN1	8077663	0.102089885822775	-0.969796431055556
IFITM2	7937330	0.102110637477247	-0.848004815055555
	7893303	0.102116236336944	-1.29791025983333
HMBS	7944401	0.102277101689759	1.51974443405555
ADGRA3	8099612	0.102283410869938	-1.00384588566667
GMPR2	7973660	0.102338440054607	-0.518132887499997
	7893147	0.102349707829597	-0.345441261111109
NLRP3	7911178	0.102385234025682	1.12227346822222
ACTRT3	8092002	0.102411453797175	-0.55687718977778
ESPNP	7912854	0.102473547984444	-0.78968173961111
	7892918	0.102473547984444	1.14277760866667
	7895659	0.102473547984444	-0.805374055166666
TFCP2	7963244	0.102473547984444	-0.855848154333337
HMGB2	8103728	0.102473547984444	1.02735951816667
GALR2	8010030	0.102473547984444	-0.54670653811111
CD80	8089771	0.102473547984444	1.30331534538889
	7893030	0.102612121610657	-1.05573751161111
	7895570	0.102862544247641	-1.23253456438889
	8132288	0.102862544247641	-0.383360493222222
CDC26	8163481	0.10295092586348	0.975925853500001
	7894561	0.102996494804225	-1.01282663416667
CLIP4	8041179	0.103151774545137	-0.984563030166669
C17orf62	8019507	0.103163128174265	-0.632482588833333
	8046426	0.103188585271378	0.6336850295
NAXE///NAXE	7906185	0.103188585271378	0.640910370555558
INTU	8097307	0.103188585271378	-0.912242227611112
	7921621	0.103188585271378	1.14796668077778
	8005265	0.103188585271378	-0.402040066055556
WNK1	7952953	0.103188585271378	0.637706424722225
THRA	8007008	0.10325080853705	0.959932782555556
PCSK6	7991602	0.103254394509809	0.497058434222221
SLC30A1	7924092	0.103258686842118	0.978817425888888
FCRLB	7906797	0.103263198366235	0.611476260000001
	7896194	0.103281883495312	-1.44813333988889
TRIM52	8116534	0.103281883495312	-0.58841575422222
	7952488	0.103352507770423	0.809102211500001
TSTA3	8153474	0.103379186940277	0.819549592333333
POP4	8027390	0.103441711523659	0.853806189277779
	8109424	0.103441711523659	-1.13830589433333
	8102869	0.103488469129798	-0.863412427944446
	7895362	0.103718561598044	-0.82758743522222
USP25	8067903	0.103761360290595	0.721320116277775
SLC35D2	8162586	0.103814865402309	-0.901590219944445
SLC25A12	8056766	0.103827941825284	-0.561891013777775
ZNF277	8135497	0.103876596203227	-0.995240878833335
KCTD4	7971369	0.103942321752891	0.594247978000001
VWA5A	7944803	0.103953475013192	-1.01429329472222
SPIRE2	7998015	0.104000053440768	0.472707766222221
	8095562	0.104011987149163	-0.486290708888888
	7893263	0.104050533380681	-0.898086091333335
CD38	8094240	0.10406472437977	0.977110813833332
	8132343	0.10406472437977	-0.553619843944445
ZBED6CL	8137219	0.10408364386226	-0.716697971555554
RPS6KA4	7941039	0.104108538619663	0.55708633322222
TRAPPC10	8068974	0.104140554510012	0.651022898055556
PREP	8128572	0.104255636077367	0.64784830938889
	7894524	0.104292427990257	1.20450990983333
	8045153	0.104292427990257	0.520849296055554
	8043572	0.10432168205488	-0.901236202777778
RNU105B	8060895	0.10432168205488	-1.05157900061111
XKR5	8149086	0.104365897123697	-0.579309656944443
KMT5A	8053733	0.104394644428136	0.948926551944443
	8150862	0.104543715679895	1.08427756238889
TCF19	8177947	0.104594124196912	1.34281060027778
	8092218	0.104599811904604	-0.906311235388889
	8172305	0.104611594090836	-0.824734299
OTUB1	7940840	0.104611594090836	0.741097247333333
	8098902	0.104637741706161	-0.866115342611113
TMEM234	7914500	0.104715403413229	-0.598433494833332
SLC44A2	8025672	0.104735268337318	-0.865754678777778
RAB42	7899499	0.104749296310939	0.649617212277778
TFEB	8126312	0.104821739227351	0.715053425944445
TPM3P9	8030991	0.104821739227351	0.491537440055557
TACR3	8102127	0.104923338102015	-0.367220615
	7893775	0.105031967477642	-0.699222992055557
	7892824	0.105074651416633	-0.851485489500001
	7894167	0.105095877389067	1.01974686861111
	7896218	0.105139767940234	-0.915876826666667
RBPJ	8155458	0.105139767940234	1.08516163711111
	7892999	0.105184995802208	-1.10759296516667
	7895144	0.105184995802208	-0.710104598555555
C2CD3	7950336	0.105184995802208	0.951403734111112
	7979125	0.105238065959105	-1.01594522372222
TATDN1	8152759	0.105238065959105	1.00440376533333
TMTC4	7972579	0.105266022857456	-0.694098436111113
ING3	8135718	0.105276875296121	-0.617161153777776
HCRT	8015572	0.10532536499228	0.537192641666666
	7894729	0.105432983552345	-0.714359619333334
MARK4	8029642	0.105462702831938	0.468694683111112
	8150204	0.105462702831938	1.25267558038889
BIRC7	8064031	0.105462702831938	-0.628747806222222
NDUFB11	8172296	0.105462702831938	0.614096089944441
ANKRD10	7972828	0.105462702831938	-0.615735770166669
SP100	8048940	0.105476285544583	1.004722941
CCDC26	8152821	0.105476285544583	0.788664940277778
ITGAL	7994826	0.105482336349226	1.10531825188889
ZC3H6	8044450	0.105586030219497	-0.761818573611112
LHPP	7931204	0.105758098128604	0.637484914888889
FCN3	7914075	0.105758098128604	0.603230768722224
RAB3GAP2	7924405	0.105799163397356	-0.468433386000002
FOXL2	8091032	0.105945838948716	0.748231453888887
NXF3	8174207	0.106156779430309	1.43960394511111
RING1	8178244	0.10622138847152	-0.456017148888889
FCGR3B///FCGR3A	7921873	0.106284931264514	1.80170862194445
	8103561	0.106514449898153	-0.513713978777777
UCHL3	7969428	0.106514449898153	0.510327993333335
	7892724	0.106514449898153	1.46339488216666
	7943917	0.106514449898153	0.987330685111111
GDF3	7960828	0.106596502323706	-0.586142341888888
GPR87	8091515	0.106605538461668	-0.527865438333333
SAMD12	8152506	0.106630489777789	-1.12014660755556
ARHGAP26	8108873	0.106643516598482	0.980411867833334
LINC00260	7908966	0.106795627039966	-0.903037734611112
CGB2///CGB1///CGB8///CGB7///CGB5///LHB///CGB3///CGB7	8038280	0.106809043500717	1.07952889283333
FAM206A	8157144	0.106809043500717	1.71240471405556
	7895184	0.106841673756403	1.1195816015
UCKL1	8067756	0.106916607388517	0.855843838833334
	7895398	0.106934504352412	-1.04887695238889
LRRC55	7940002	0.106935638900292	0.68786342177778
SLC39A3	8032525	0.107004352128621	-0.828509660055554
ZFYVE28	8099008	0.107004352128621	0.556738620722222
	7892809	0.1070223530745	-0.6805256505
ZNF718///ZNF595	8093320	0.10708775114658	-1.18254460477778
PPT2-EGFL8///AGPAT1	8179958	0.10708775114658	0.577669702166666
SETD3	7981249	0.107122263140754	0.592185052222225
	7896511	0.107132532587189	-1.35973996522223
PTPN20	7933379	0.107153970329708	-0.598635090722222
DRG2	8005313	0.107241987270204	0.657627470333332
	7893398	0.107253473190989	0.621843438111111
LMBR1L	7963024	0.107320972434944	-0.577836840222223
GBP2	7917532	0.107394404712209	-1.08297969988889
	8104652	0.107462670555201	-0.336674134833334
GFRA2	8149629	0.107550554221508	1.11618003422222
	7932445	0.107720324329527	-0.430689006666667
GLRX2	7923027	0.107720324329527	-0.504112534055557
NDUFA5	8142663	0.107819819949495	-1.08755180916667
WDR27	8130891	0.107820715813804	-0.545342885222222
	8112666	0.107820715813804	-0.806616814499999
SNORD115-23///PWAR4	7982052	0.107820715813804	-0.392067896222221
XDH	8051322	0.107820715813804	0.601242310388891
ZFP62	8116494	0.107820715813804	-0.793980685000003
CSN2	8100819	0.107820715813804	-0.575157278
	8122194	0.107934258923541	-0.685387227388888
RAVER2	7902023	0.107966416219874	-1.09549977716667
IER3IP1	8021147	0.108066213322006	0.476347219166667
	8156577	0.108095345007292	0.655287458944445
	7893929	0.108110253150999	-1.74423700338889
SLC33A1	8091637	0.108130287444454	-0.926477924555553
BMT2	8142415	0.108130287444454	-0.698677387388889
MIR26A2	7964592	0.108130287444454	-0.72183417438889
LBX2	8053183	0.108196017038846	0.602887415777778
CEBPA	8036004	0.108279468037685	0.962944910666668
SLC6A3	8110821	0.10845540814445	0.400565292444445
PYDC2	8084832	0.108461376849597	-0.606655010444445
PRR14L	8075542	0.108461376849597	0.741566808277777
C12orf76	7966293	0.108461376849597	-0.594865644944445
SF3B5	8130003	0.108471587045765	1.07892967738889
	7894087	0.108513242060886	-0.919363757999999
BHLHE41	7961891	0.108513242060886	0.700630929055555
	7893474	0.108513242060886	1.15593128161111
MAP3K8	7926900	0.108513242060886	0.912154323944444
DDX49	8027100	0.108513242060886	0.415686681388888
	7916775	0.108513242060886	-0.785864495222222
NBEAL2	8079462	0.108552278558605	0.591590570444445
OR2D2	7946286	0.108607262023877	-0.761364605888888
MIEN1	8014882	0.108607262023877	0.508219221500001
	8017100	0.108607262023877	1.22441677288889
TUBD1	8017150	0.108607262023877	-0.799138905277776
SCYL3	7922250	0.108791033123816	-0.818518358444444
	7895310	0.108796045896497	-0.782002892888885
	7937711	0.108841510791492	-0.623424465555554
C8orf44-SGK3///C8orf44	8146711	0.108849867193094	-1.15670434077778
RNF5P1///RNF5	8150356	0.108905342306322	0.952682720555556
	7896266	0.108905342306322	-0.584718029166664
	8091733	0.109060820617372	-0.339452188000001
ZNF468	8038998	0.1090774817137	1.13657525861111
OR2L3	7911258	0.1090774817137	-0.685287343444445
APOBEC3H	8073096	0.1090774817137	0.880491547555555
SNORD116-20	7981988	0.1090774817137	-3.05840955144444
KCNC1	7938738	0.1090774817137	0.763849190333333
BUB1	8054580	0.1090774817137	1.13385493155556
GPIHBP1	8148591	0.109222077384958	0.584657894555555
HIST4H4	7961483	0.109267845585668	-1.00194968772222
SMTN	8072413	0.109341387128589	0.523477432
	7895945	0.109359208344621	1.01389774216667
	7897661	0.109359208344621	-0.711772285111113
	8136469	0.109359208344621	-0.410762139666667
MUM1L1	8169145	0.109540318136858	0.587736055222222
LOC102725104///ANKRD20A8P	7970381	0.109599579765673	-1.94097357
UPF3A	7970370	0.109661887828057	-1.25067988688889
MIR137///MIR137HG	7917944	0.109725801563711	-0.551835310833333
PCNX2	7925089	0.109916977367656	-0.850475688277778
RPSAP52	7964733	0.109941031543084	-0.424211235055555
NT5C1B-RDH14///RDH14	8050474	0.10996422940997	-0.772992655444445
SLC6A19	8104268	0.110013903621849	0.961951955222223
PEPD	8036010	0.110013903621849	0.619030300055557
WFDC10A	8063011	0.110013903621849	0.582001833722222
AEBP2	7954279	0.1101159263464	-0.433974411388885
PALM2-AKAP2///PALM2///AKAP2	8157153	0.110150844123861	0.667840140888889
SNX29P2	7994572	0.110150844123861	-0.893561808166667
SPATA4	8103802	0.110228725349865	-0.447195081944444
MTCH1	8126066	0.11026351840771	0.527323495055555
	7895014	0.11026351840771	0.855540186111112
	7892606	0.110304010539651	-0.463130568888889
	7895818	0.110363559850971	1.23211152722222
	7893549	0.110521393157845	0.980459086444444
	7894054	0.110521393157845	-1.60473471994445
TMEM191A	8071414	0.110521393157845	-0.795050378500001
WDR31	8163491	0.110521393157845	-0.735536604500002
TMED5	7917741	0.110527469632953	0.535767731499998
	8057931	0.110577613738097	-0.746545339666669
ATP6V0E2-AS1	8143759	0.110577613738097	-0.656022200333332
	7893028	0.110577613738097	-1.20720205927778
FRMPD2	7933446	0.110577613738097	0.42677825638889
CSAG4///MAGEA12	8175724	0.110607662659991	0.635683213333333
	8027258	0.11070639918703	-0.535877996111109
LRRC57	7987916	0.11070639918703	-0.548458774166665
WFS1	8093906	0.11072035975566	-0.473490594277777
PGAP3	8014871	0.110721647765117	-0.610435405388891
	8144584	0.110769766928393	-0.553687069277776
CLCA2	7902702	0.110829505658329	0.374370492944444
CNPY4	8134730	0.110830751700213	-0.823014935277778
TST	8075857	0.11097037143012	0.819734147777778
TAOK1	8006030	0.110975322569966	0.579671831111112
RPL21P44	8100378	0.111028858606354	-0.772005958444444
NIPAL4	8109563	0.111035253590476	0.723766839166668
RCN1	7939120	0.111035253590476	-0.674942433944446
WDR78	7916789	0.111035253590476	-0.553488212888888
